,Name,Team,Position,proj_score,proj_salary,Price,value,2020_Games,2020_Average,talent,opportunity,durability,form,consistency,weighted_talent,weighted_opportunity,weighted_durability,weighted_form,weighted_consistency,manual_weight,updated_proj
1,Max Gawn,MEL,RUC,136,728709,751400,-22691,14,139.9,138.86,9.3625,82.35,134.33,0.86,20,12.65,6.59,8,4.58,0,136
2,Lachie Neale,BRI,MID,134,718162,721800,-3638,17,134.4,132.74,9.62,100,112.86,0.79,19.12,13,8,6.75,4.2,0,134
3,Jake Lloyd,SYD,DEF,131,701006,656400,44606,17,122.2,121.18,8.82,100,125.4,0.94,17.45,11.92,8,7.48,5,0,131
4,Brodie Grundy,COL,RUC,126,676960,648200,28760,17,120.6,128.85,7.9625,100,106,0.84,18.56,10.76,8,6.35,4.47,0,126
5,Clayton Oliver,MEL,MID,124,667257,656700,10557,17,122.2,121.24,8.43,100,109.5,0.76,17.46,11.39,8,6.56,4.04,0,124
6,Matt Crouch,ADE,MID,124,663460,594700,68760,16,110.7,109.69,9.25,94.12,128.8,0.69,15.8,12.5,7.53,7.68,3.67,0,124
7,Jack Steele,STK,MID,123,661632,658000,3632,17,122.5,119.58,7.51,100,129.86,0.74,17.22,10.15,8,7.74,3.94,,123
8,Zach Merrett,ESS,MID,123,660929,620900,40029,16,115.6,114.56,8.68,94.12,127,0.69,16.5,11.73,7.53,7.57,3.67,-1,122
9,Tom Mitchell,HAW,MID,122,653054,610000,43054,17,113.5,123.04,8.01,100,107.4,0.65,17.72,10.83,8,6.43,3.46,-3,119
10,Jack Macrae,WBD,MID,121,650944,650100,844,17,121,120.44,8.52,100,97.6,0.67,17.35,11.51,8,5.86,3.57,-1,120
11,Christian Petracca,MEL,MID,120,647007,631400,15607,17,117.5,116.53,7.94,100,107.67,0.76,16.79,10.73,8,6.45,4.04,0,120
12,Patrick Dangerfield,GEE,MID,119,637445,611900,25545,17,113.9,125.12,6.69,100,116.56,0.62,18.02,9.04,8,6.97,3.3,0,119
13,Patrick Dangerfield,GEE,FWD,119,637445,611900,25545,17,113.9,125.12,6.69,100,116.56,0.62,18.02,9.04,8,6.97,3.3,0,119
14,Todd Goldstein,NME,RUC,118,631257,601700,29557,17,112,112.88,8.715,100,84,0.71,16.26,11.78,8,5.07,3.78,-3,115
15,Andrew Gaff,WCE,MID,117,628585,570800,57785,17,106.2,104.94,8.48,100,114.83,0.61,15.12,11.46,8,6.87,3.25,0,117
16,Reilly O'Brien,ADE,RUC,116,624367,570800,53567,17,106.2,105.24,8.4525,100,111.6,0.59,15.16,11.42,8,6.68,3.14,0,116
17,Jarryd Lyons,BRI,MID,115,620289,604600,15689,17,112.5,109.58,7.74,100,98.71,0.74,15.78,10.46,8,5.93,3.94,0,115
18,Taylor Adams,COL,MID,115,620007,588800,31207,17,109.6,109.63,7.19,100,106.43,0.79,15.79,9.72,8,6.38,4.2,-3,112
19,Rory Laird,ADE,DEF,115,615929,564800,51129,17,105.1,104.12,8.1,100,117.6,0.53,15,10.95,8,7.03,2.82,0,115
20,Rory Laird,ADE,MID,115,615929,564800,51129,17,105.1,104.12,8.1,100,117.6,0.53,15,10.95,8,7.03,2.82,0,115
21,Luke Parker,SYD,MID,115,615226,571100,44126,17,106.3,105.29,7.57,100,109.8,0.71,15.17,10.23,8,6.57,3.78,0,115
22,Lachie Whitfield,GWS,DEF,114,612554,561600,50954,17,104.5,104.1,7.69,100,117.6,0.59,15,10.39,8,7.03,3.14,-12,112
23,Nat Fyfe,FRE,MID,114,610164,608300,1864,14,113.2,118.36,7.12,82.35,112.4,0.64,17.05,9.62,6.59,6.72,3.41,-1,113
24,Marcus Bontempelli,WBD,MID,113,609461,623900,-14439,17,116.1,112.68,6.74,100,112.8,0.61,16.23,9.11,8,6.75,3.25,0,113
25,Travis Boak,POR,MID,113,609461,590400,19061,17,109.9,107.47,7.43,100,112.5,0.58,15.48,10.04,8,6.73,3.09,0,113
26,Rowan Marshall,STK,RUC,113,607773,557200,50573,17,103.7,105.64,8.3825,100,102.86,0.47,15.22,11.33,8,6.17,2.5,-50,63
27,Josh Kelly,GWS,MID,113,606508,615600,-9092,14,114.6,113.57,7.39,82.35,107,0.71,16.36,9.99,6.59,6.41,3.78,-1,112
28,Sam Menegola,GEE,MID,112,602429,579000,23429,17,107.8,105.71,6.83,100,110.33,0.71,15.23,9.23,8,6.6,3.78,0,112
29,Nic Naitanui,WCE,RUC,112,599055,593700,5355,16,110.5,110.41,6.895,94.12,112.2,0.59,15.9,9.32,7.53,6.71,3.14,-2,110
30,Dustin Martin,RIC,MID,111,598773,541600,57173,16,100.8,112.89,7.12,94.12,108.67,0.5,16.26,9.62,7.53,6.51,2.66,0,111
31,Dustin Martin,RIC,FWD,111,598773,541600,57173,16,100.8,112.89,7.12,94.12,108.67,0.5,16.26,9.62,7.53,6.51,2.66,0,111
32,Mitch Duncan,GEE,MID,111,598070,556700,41370,16,103.6,107.75,6.56,94.12,110.56,0.75,15.52,8.87,7.53,6.62,3.99,-2,109
33,Tom Rockliff,POR,MID,111,597508,573000,24508,14,106.6,106.12,7.39,82.35,122.67,0.62,15.29,9.99,6.59,7.32,3.3,0,111
34,Touk Miller,GCS,MID,110,593430,569200,24230,17,105.9,104.94,7.01,100,102.4,0.65,15.12,9.48,8,6.14,3.46,0,110
35,Sam Walsh,CAR,MID,110,591461,543300,48161,17,101.1,100.12,7.3,100,121.8,0.47,14.42,9.87,8,7.27,2.5,0,110
36,Caleb Daniel,WBD,DEF,109,587523,545500,42023,17,101.5,103.44,6.51,100,118.8,0.56,14.9,8.8,8,7.1,2.98,0,109
37,Tim English,WBD,RUC,109,587523,551200,36323,17,102.6,101.06,7.595,100,105,0.5,14.56,10.27,8,6.29,2.66,0,109
38,Cameron Guthrie,GEE,MID,109,585273,554700,30573,17,103.2,102.43,6.87,100,109.11,0.57,14.76,9.29,8,6.53,3.04,0,109
39,Luke Ryan,FRE,DEF,109,583867,576500,7367,17,107.3,105.71,6.2,100,102.2,0.71,15.23,8.38,8,6.13,3.78,0,109
40,Lachie Hunter,WBD,MID,108,581617,618500,-36883,9,115.1,110.9,8.16,52.94,115.75,0.6,15.97,11.03,4.24,6.92,3.2,0,108
41,Jed Anderson,NME,MID,108,581336,562300,19036,15,104.7,103.67,7,88.24,118.4,0.53,14.93,9.46,7.06,7.07,2.82,0,108
42,Patrick Cripps,CAR,MID,108,577961,523700,54261,17,97.5,112.58,6.99,100,81.6,0.47,16.22,9.45,8,4.93,2.5,0,108
43,Stephen Coniglio,GWS,MID,107,576977,528900,48077,16,98.4,105.88,7.06,94.12,95.25,0.56,15.25,9.54,7.53,5.73,2.98,0,107
44,Tom Liberatore,WBD,MID,107,576555,569900,6655,15,106.1,104,6.7,88.24,115.8,0.56,14.98,9.06,7.06,6.92,2.98,0,107
45,Hugh Greenwood,GCS,MID,107,576414,567300,9114,17,105.6,104.59,6.22,100,111.8,0.53,15.07,8.41,8,6.69,2.82,0,107
46,Hugh McCluggage,BRI,MID,107,575008,545500,29508,17,101.5,102.16,6.68,100,105.43,0.53,14.72,9.03,8,6.32,2.82,0,107
47,Ollie Wines,POR,MID,107,573180,560600,12580,15,104.3,103.24,7.07,88.24,107.67,0.53,14.87,9.56,7.06,6.45,2.82,0,107
48,Scott Pendlebury,COL,MID,106,568117,592200,-24083,13,110.2,107.83,7.47,76.47,102.6,0.47,15.53,10.1,6.12,6.15,2.5,0,106
49,Dylan Shiel,ESS,MID,105,566571,548000,18571,15,102,101,7.65,88.24,97.17,0.47,14.55,10.34,7.06,5.84,2.5,0,105
50,Steele Sidebottom,COL,MID,105,562352,588000,-25648,9,109.4,108.44,7.52,52.94,117,0.56,15.62,10.16,4.24,6.99,2.98,0,105
51,Steele Sidebottom,COL,FWD,105,562352,588000,-25648,9,109.4,108.44,7.52,52.94,117,0.56,15.62,10.16,4.24,6.99,2.98,0,105
52,Luke McDonald,NME,DEF,104,559258,512900,46358,17,95.5,94.47,6.74,100,114.8,0.41,13.61,9.11,8,6.86,2.19,0,104
53,Andrew Brayshaw,FRE,MID,104,557852,544200,13652,17,101.3,99.71,6.63,100,91.8,0.53,14.36,8.96,8,5.53,2.82,0,104
54,Adam Treloar,WBD,MID,104,556586,587600,-31014,8,109.4,110.23,8.54,47.06,86,0.6,15.88,11.54,3.77,5.19,3.2,-2,102
55,Jeremy Howe,COL,DEF,103,555743,517900,37843,4,120.5,119.5,6.83,23.53,120.5,0.75,17.21,9.23,1.89,7.2,3.99,0,103
56,Jordan Ridley,ESS,DEF,103,555602,547700,7902,17,101.9,100.94,5.91,100,97.17,0.59,14.54,7.99,8,5.84,3.14,0,103
57,Tom Stewart,GEE,DEF,103,555461,538000,17461,14,100.1,100.06,6.16,82.35,110.33,0.67,14.41,8.33,6.59,6.6,3.57,0,103
58,Adam Saad,CAR,DEF,103,553211,526200,27011,17,97.9,96.94,6.24,100,96.33,0.59,13.97,8.44,8,5.79,3.14,0,103
59,Tim Kelly,WCE,MID,103,551383,517400,33983,17,96.3,94.72,7.01,100,100,0.39,13.65,9.48,8,6,2.08,0,103
60,Callum Mills,SYD,DEF,103,550540,544800,5740,15,101.4,100.4,6.17,88.24,108,0.53,14.46,8.34,7.06,6.47,2.82,0,103
61,Jayden Short,RIC,DEF,102,550399,519300,31099,17,96.6,97.33,6.56,100,99.33,0.43,14.02,8.87,8,5.96,2.29,0,102
62,Jack Crisp,COL,DEF,102,547446,533200,14246,17,99.2,97.16,6.07,100,108.29,0.42,14,8.21,8,6.48,2.24,0,102
63,Trent Dumont,NME,MID,101,545055,543300,1755,17,101.2,100.24,6.7,100,89.4,0.35,14.44,9.06,8,5.39,1.87,0,101
64,Shaun Higgins,GEE,MID,101,544352,510400,33952,17,95,97.2,7.12,100,81,0.41,14,9.62,8,4.9,2.19,0,101
65,Josh P. Kennedy,SYD,MID,101,541399,513500,27899,12,95.6,102.63,7.06,70.59,105,0.42,14.78,9.54,5.65,6.29,2.24,0,101
66,Jy Simpkin,NME,MID,101,539993,499700,40293,17,93,92,6.74,100,86.6,0.53,13.25,9.11,8,5.22,2.82,0,101
67,Rowan Marshall,STK,FWD,113,607773,557200,50573,17,103.7,105.64,8.3825,100,102.86,0.47,15.22,11.33,8,6.17,2.5,-50,63
68,Bailey Smith,WBD,MID,100,539290,494600,44690,17,92.1,90.89,6.85,100,88.6,0.5,13.09,9.26,8,5.34,2.66,0,100
69,Sam Docherty,CAR,DEF,100,538868,496000,42868,16,92.3,104.46,6.62,94.12,85,0.31,15.05,8.95,7.53,5.13,1.66,0,100
70,Ed Curnow,CAR,MID,100,538727,512600,26127,17,95.4,95.48,6.69,100,93.8,0.35,13.76,9.04,8,5.64,1.87,0,100
71,Dayne Zorko,BRI,MID,100,538587,525800,12787,15,97.9,101.92,6.02,88.24,93,0.53,14.68,8.14,7.06,5.6,2.82,0,100
72,Dayne Zorko,BRI,FWD,100,538587,525800,12787,15,97.9,101.92,6.02,88.24,93,0.53,14.68,8.14,7.06,5.6,2.82,0,100
73,Jack Viney,MEL,MID,100,538305,534900,3405,16,99.6,98.56,6.7,94.12,90.6,0.38,14.2,9.06,7.53,5.46,2.03,0,100
74,Steven May,MEL,DEF,100,537321,507900,29421,17,94.5,93.53,5.4,100,110.67,0.53,13.47,7.3,8,6.62,2.82,0,100
75,Josh Dunkley,WBD,MID,100,537321,560200,-22879,11,104.3,113.24,5.86,64.71,109.6,0.42,16.31,7.92,5.18,6.56,2.24,0,100
76,Josh Dunkley,WBD,FWD,100,537321,560200,-22879,11,104.3,113.24,5.86,64.71,109.6,0.42,16.31,7.92,5.18,6.56,2.24,0,100
77,David Mundy,FRE,MID,100,537180,502000,35180,16,93.4,96.4,6.06,94.12,104,0.44,13.89,8.19,7.53,6.24,2.35,0,100
78,Brayden Maynard,COL,DEF,99,533946,549900,-15954,17,102.4,95.84,5.87,100,89.71,0.53,13.81,7.94,8,5.4,2.82,0,99
79,Harry Perryman,GWS,MID,99,532259,505000,27259,16,94,93,6.16,94.12,98.75,0.5,13.4,8.33,7.53,5.93,2.66,0,99
80,Tom Hawkins,GEE,FWD,99,530290,568600,-38310,17,105.8,105.43,3.97,100,101.89,0.57,15.19,5.37,8,6.11,3.04,0,99
81,Jacob Hopper,GWS,MID,98,528180,488600,39580,17,90.9,93.2,6.44,100,97.8,0.29,13.43,8.71,8,5.87,1.55,0,98
82,Andrew McGrath,ESS,MID,97,521149,510000,11149,14,94.9,93.93,7.32,82.35,78.67,0.43,13.53,9.89,6.59,4.76,2.29,0,97
83,Michael Walters,FRE,MID,97,521009,531100,-10091,14,98.9,99.67,5.88,82.35,84.67,0.57,14.36,7.95,6.59,5.11,3.04,-1,96
84,Michael Walters,FRE,FWD,97,521009,531100,-10091,14,98.9,99.67,5.88,82.35,84.67,0.57,14.36,7.95,6.59,5.11,3.04,-1,96
85,Shannon Hurn,WCE,DEF,97,520868,477800,43068,16,88.9,99.74,5.57,94.12,101,0.29,14.37,7.53,7.53,6.06,1.55,0,97
86,Nick Haynes,GWS,DEF,97,520727,528400,-7673,17,98.4,97.35,5.36,100,81.8,0.53,14.02,7.25,8,4.94,2.82,0,97
87,Marc Murphy,CAR,MID,97,520446,444700,75746,17,82.8,98.88,6.55,100,76.6,0.24,14.24,8.85,8,4.64,1.28,-10,87
88,Robbie Gray,POR,FWD,97,519884,491100,28784,17,91.4,95.3,5.37,100,104.67,0.32,13.73,7.26,8,6.27,1.71,0,97
89,Ed Langdon,MEL,MID,97,519743,487300,32443,17,90.7,89.71,6.77,100,93.33,0.24,12.92,9.15,8,5.61,1.28,0,97
90,Jarrod Witts,GCS,RUC,96,517774,501600,16174,17,93.4,95.62,6.16,100,85.6,0.29,13.78,8.33,8,5.16,1.55,0,96
91,Luke Shuey,WCE,MID,96,516790,508600,8190,12,94.7,99.19,6.61,70.59,82.67,0.54,14.29,8.94,5.65,4.99,2.88,0,96
92,Elliot Yeo,WCE,MID,96,515806,483000,32806,10,89.9,102.88,6.71,58.82,89.9,0.5,14.82,9.07,4.71,5.42,2.66,-10,86
93,Daniel Rich,BRI,DEF,96,513556,483100,30456,13,89.9,92.46,6.11,76.47,118.25,0.33,13.32,8.26,6.12,7.06,1.76,0,96
94,Brad Crouch,STK,MID,96,512993,448600,64393,12,83.5,95.12,7.79,70.59,80,0.33,13.7,10.53,5.65,4.84,1.76,-20,76
95,Jack Billings,STK,MID,95,512712,514800,-2088,17,95.8,92.42,6.35,100,80.29,0.32,13.31,8.58,8,4.86,1.71,0,95
96,Christian Salem,MEL,DEF,95,510603,469100,41503,16,87.3,87.45,6.34,94.12,92.67,0.38,12.6,8.57,7.53,5.58,2.03,0,95
97,Devon Smith,ESS,MID,95,510321,458000,52321,16,85.2,92.33,6.01,94.12,94.2,0.31,13.3,8.13,7.53,5.67,1.66,0,95
98,Adam Cerra,FRE,MID,95,509196,484800,24396,17,90.2,88.76,5.79,100,100.6,0.29,12.79,7.83,8,6.04,1.55,0,95
99,Dan Houston,POR,DEF,95,508634,489300,19334,15,91.1,90.53,5.58,88.24,105.75,0.41,13.04,7.54,7.06,6.34,2.19,0,95
100,James Sicily,HAW,DEF,94,505962,552900,-46938,11,102.9,101.18,5.66,64.71,102.9,0.45,14.58,7.65,5.18,6.17,2.4,-20,74
101,Scott Lycett,POR,RUC,94,504415,520700,-16285,13,96.9,98.39,6.23,76.47,89.67,0.33,14.17,8.42,6.12,5.4,1.76,0,94
102,Will Setterfield,CAR,MID,94,502306,481900,20406,16,89.7,88.69,5.42,94.12,100.75,0.38,12.78,7.33,7.53,6.05,2.03,0,94
103,Rhys Stanley,GEE,RUC,93,501181,551900,-50719,7,102.7,97.45,7.2275,41.18,102.17,0.45,14.04,9.77,3.3,6.13,2.4,0,93
104,Brad Sheppard,WCE,DEF,93,501040,492700,8340,17,91.7,88.89,5.55,100,86.83,0.39,12.81,7.5,8,5.24,2.08,0,93
105,Dom Sheed,WCE,MID,93,500478,478500,21978,16,89.1,88.96,6.9,94.12,71.8,0.29,12.82,9.33,7.53,4.36,1.55,0,93
106,Darcy Parish,ESS,MID,93,498650,465800,32850,17,86.7,85.71,6.34,100,92.5,0.18,12.35,8.57,8,5.57,0.97,0,93
107,Sebastian Ross,STK,MID,93,497665,417900,79765,14,77.8,99.13,6.13,82.35,86.4,0.19,14.28,8.29,6.59,5.21,1.02,0,93
108,Joel Selwood,GEE,MID,93,497103,445000,52103,11,82.8,105.08,5.54,64.71,96.2,0.33,15.14,7.49,5.18,5.78,1.76,0,93
109,Jaeger O'Meara,HAW,MID,92,495978,488000,7978,12,90.8,89.5,6.62,70.59,92,0.42,12.89,8.95,5.65,5.54,2.24,0,92
110,Mark Blicavs,GEE,DEF,92,495837,531600,-35763,17,98.9,95.62,4.03,100,95.56,0.43,13.78,5.45,8,5.74,2.29,-1,91
111,Mark Blicavs,GEE,MID,92,495837,531600,-35763,17,98.9,95.62,4.03,100,95.56,0.43,13.78,5.45,8,5.74,2.29,-1,91
112,James Worpel,HAW,MID,92,495134,474200,20934,15,88.3,95.71,6.08,88.24,84,0.2,13.79,8.22,7.06,5.07,1.07,0,92
113,Zak Jones,STK,MID,91,490493,494700,-4207,14,92.1,87.25,6.5,82.35,81,0.38,12.57,8.79,6.59,4.9,2.03,0,91
114,Jordan Dawson,SYD,DEF,91,488525,485700,2825,16,85.4,84.38,5.55,94.12,98,0.31,12.16,7.5,7.53,5.89,1.66,0,91
115,Brodie Smith,ADE,DEF,91,486837,438200,48637,16,81.6,84.92,6.08,94.12,82.5,0.31,12.23,8.22,7.53,4.98,1.66,0,91
116,Brodie Smith,ADE,MID,91,486837,438200,48637,16,81.6,84.92,6.08,94.12,82.5,0.31,12.23,8.22,7.53,4.98,1.66,0,91
117,Tim Taranto,GWS,MID,90,485853,453700,32153,11,84.5,100.57,6.46,64.71,77.8,0.27,14.49,8.73,5.18,4.71,1.44,8,98
118,Lachie Weller,GCS,MID,90,485431,436500,48931,17,81.2,84.32,5.92,100,79.6,0.29,12.15,8,8,4.82,1.55,0,90
119,Liam Duggan,WCE,DEF,90,485290,448600,36690,16,83.5,82.29,5.77,94.12,96,0.29,11.86,7.8,7.53,5.77,1.55,4,94
120,Jarrod Berry,BRI,MID,90,485290,521500,-36210,15,97.1,89.76,5.7,88.24,81.8,0.35,12.93,7.71,7.06,4.94,1.87,0,90
121,Jared Polec,NME,MID,90,483322,477800,5522,13,88.9,87.92,6.41,76.47,94.5,0.23,12.67,8.67,6.12,5.68,1.23,0,90
122,Rory Sloane,ADE,MID,90,483040,471900,11140,12,87.8,104.19,5.6,70.59,86.33,0.17,15.01,7.57,5.65,5.21,0.91,0,90
123,Bachar Houli,RIC,DEF,90,481072,465600,15472,9,86.7,105.17,6.41,52.94,74,0.31,15.15,8.67,4.24,4.49,1.66,0,90
124,Toby Nankervis,RIC,RUC,89,479384,442900,36484,7,82.4,92.91,6.9125,41.18,102.4,0.36,13.39,9.34,3.3,6.14,1.92,6,95
125,Trent Cotchin,RIC,MID,89,479244,443500,35744,13,82.5,94.29,6.3,76.47,75.5,0.24,13.58,8.52,6.12,4.58,1.28,0,89
126,Rory Lobb,FRE,RUC,89,478540,415000,63540,17,77.2,84.07,5.9325,100,76.2,0.24,12.11,8.02,8,4.62,1.28,0,89
127,Darcy Byrne-Jones,POR,DEF,89,477978,441800,36178,17,82.2,87,5.47,100,86.17,0.16,12.53,7.4,8,5.2,0.86,0,89
128,David Swallow,GCS,MID,89,477978,438400,39578,15,81.6,86.12,6.31,88.24,87.75,0.13,12.41,8.53,7.06,5.29,0.7,0,89
129,Ben McEvoy,HAW,RUC,89,477837,456000,21837,16,84.9,94.79,4.9,94.12,79.75,0.25,13.66,6.63,7.53,4.82,1.34,0,89
130,Brandon Ellis,GCS,MID,89,477275,450600,26675,16,83.9,82.88,6.42,94.12,78.8,0.19,11.94,8.68,7.53,4.77,1.02,0,89
131,Robbie Tarrant,NME,DEF,89,477134,463100,14034,16,86.2,85.19,5.21,94.12,90,0.31,12.27,7.05,7.53,5.42,1.66,0,89
132,Shai Bolton,RIC,MID,88,474322,462400,11922,15,86.1,84.84,5.46,88.24,88.88,0.32,12.22,7.38,7.06,5.36,1.71,0,88
133,Shai Bolton,RIC,FWD,88,474322,462400,11922,15,86.1,84.84,5.46,88.24,88.88,0.32,12.22,7.38,7.06,5.36,1.71,0,88
134,Oscar McInerney,BRI,RUC,88,473056,443400,29656,17,82.5,82.21,5.4775,100,82.71,0.26,11.84,7.41,8,5,1.39,0,88
135,Zac Williams,CAR,DEF,88,471791,458600,13191,11,85.4,98.62,5.66,64.71,75.75,0.36,14.21,7.65,5.18,4.59,1.92,6,94
136,Nick Vlastuin,RIC,DEF,88,470806,483500,-12694,16,90,88.62,4.7,94.12,81.89,0.35,12.77,6.36,7.53,4.95,1.87,0,88
137,Ben Keays,ADE,MID,88,470806,436200,34606,16,81.2,80.19,5.86,94.12,85.2,0.25,11.55,7.92,7.53,5.14,1.34,0,88
138,Bailey Williams,WBD,DEF,88,470384,452600,17784,17,84.2,84.39,5.34,100,80.8,0.22,12.16,7.22,8,4.89,1.18,0,88
139,Kyle Langford,ESS,MID,88,470384,436900,33484,16,81.3,80.31,5.95,94.12,87.67,0.19,11.57,8.04,7.53,5.29,1.02,0,88
140,Kyle Langford,ESS,FWD,88,470384,436900,33484,16,81.3,80.31,5.95,94.12,87.67,0.19,11.57,8.04,7.53,5.29,1.02,0,88
141,Liam Shiels,HAW,MID,87,469400,420100,49300,16,78.2,84.84,5.68,94.12,76,0.25,12.22,7.68,7.53,4.61,1.34,0,87
142,Jack Bowes,GCS,DEF,87,467994,451300,16694,17,84,83,5.98,100,70.2,0.18,11.96,8.08,8,4.27,0.97,0,87
143,Angus Brayshaw,MEL,MID,87,467713,435200,32513,14,81,91.79,5.61,82.35,78.33,0.21,13.22,7.59,6.59,4.74,1.12,0,87
144,Hunter Clark,STK,DEF,87,467431,438900,28531,16,81.7,80.28,5.89,94.12,77.33,0.28,11.57,7.96,7.53,4.68,1.5,0,87
145,Noah Anderson,GCS,MID,86,463775,411500,52275,17,76.6,75.59,5.79,100,87.8,0.18,10.89,7.83,8,5.29,0.97,0,86
146,Dane Rampe,SYD,DEF,86,463213,492300,-29087,11,91.6,94.19,5,64.71,91.6,0.36,13.57,6.76,5.18,5.51,1.92,0,86
147,Kane Lambert,RIC,FWD,86,461947,445900,16047,16,83,83.24,5.38,94.12,78,0.25,11.99,7.27,7.53,4.72,1.34,0,86
148,Chad Wingard,HAW,FWD,86,459978,452300,7678,17,84.2,83.18,4.67,100,80.4,0.29,11.98,6.32,8,4.86,1.55,-2,84
149,Liam Ryan,WCE,FWD,86,459697,409600,50097,17,76.2,77.33,3.76,100,106.5,0.39,11.14,5.09,8,6.38,2.08,0,86
150,Mitch Robinson,BRI,MID,86,459416,418800,40616,17,77.9,90.67,4.91,100,72.14,0.11,13.06,6.64,8,4.38,0.59,0,86
151,Zak Butters,POR,FWD,85,458572,471400,-12828,15,87.7,84.82,4.73,88.24,83.75,0.35,12.22,6.4,7.06,5.06,1.87,0,85
152,Josh Daicos,COL,MID,85,458572,442200,16372,16,82.3,79.22,5.5,94.12,83.57,0.22,11.41,7.44,7.53,5.05,1.18,0,85
153,Jack Lukosius,GCS,DEF,85,458150,430800,27350,17,80.2,79.18,5.73,100,68,0.24,11.41,7.75,8,4.14,1.28,0,85
154,Tom Lynch,ADE,FWD,85,456603,407900,48703,13,75.9,81.69,6.04,76.47,93,0.15,11.77,8.17,6.12,5.6,0.81,0,85
155,Alex Witherden,WCE,DEF,85,455760,456100,-340,6,94.3,93.33,6.86,35.29,69,0.5,13.45,9.27,2.83,4.2,2.66,0,85
156,Hamish Hartlett,POR,DEF,84,453228,421900,31328,17,78.5,86.42,4.79,100,73.17,0.16,12.45,6.48,8,4.44,0.86,0,84
157,Sam Petrevski-Seton,CAR,DEF,84,452244,401400,50844,16,74.7,80.17,4.82,94.12,81,0.31,11.55,6.52,7.53,4.9,1.66,0,84
158,Caleb Serong,FRE,MID,84,452244,435600,16644,14,81.1,79.79,5.62,82.35,88.8,0.21,11.5,7.6,6.59,5.35,1.12,0,84
159,Jason Johannisen,WBD,DEF,84,450416,448300,2116,16,83.4,81.71,5.07,94.12,75.75,0.24,11.77,6.86,7.53,4.59,1.28,0,84
160,Nick Coffield,STK,DEF,84,450135,426500,23635,16,79.4,78.94,5.21,94.12,85.29,0.17,11.37,7.05,7.53,5.15,0.91,0,84
161,Trent McKenzie,POR,DEF,84,449572,388300,61272,15,72.3,107,3.75,88.24,72.83,0,15.41,5.07,7.06,4.42,0.01,0,84
162,Toby Greene,GWS,FWD,84,449572,448400,1172,13,83.5,92.19,5.31,76.47,61,0.31,13.28,7.18,6.12,3.73,1.66,0,84
163,Jack Gunston,HAW,FWD,83,447744,438200,9544,16,81.6,88.8,3.57,94.12,94.25,0.19,12.79,4.83,7.53,5.67,1.02,0,83
164,Dion Prestia,RIC,MID,83,446338,446800,-462,5,92.4,101.85,6.74,29.41,83,0.11,14.67,9.11,2.36,5.01,0.59,-4,79
165,Sean Darcy,FRE,RUC,83,444369,420100,24269,15,78.2,76.53,5.215,88.24,89.4,0.2,11.03,7.05,7.06,5.39,1.07,0,83
166,Karl Amon,POR,MID,83,444088,431400,12688,17,80.3,78,5.22,100,77.5,0.11,11.24,7.06,8,4.69,0.59,0,83
167,Jade Gresham,STK,MID,82,442963,438100,4863,11,81.5,81.9,6.03,64.71,81.5,0.27,11.8,8.15,5.18,4.93,1.44,0,82
168,Michael Hurley,ESS,DEF,82,442400,431400,11000,14,80.3,93.52,5.2,82.35,59,0.14,13.47,7.03,6.59,3.62,0.75,0,82
169,Jack Redden,WCE,MID,82,440994,377900,63094,12,70.3,93.85,5.48,70.59,65,0.15,13.52,7.41,5.65,3.97,0.81,0,82
170,Tom Doedee,ADE,DEF,82,440853,457900,-17047,9,85.2,84.22,5.07,52.94,85.2,0.56,12.13,6.86,4.24,5.14,2.98,0,82
171,Charlie Dixon,POR,FWD,82,440291,498700,-58409,16,92.8,87.39,3.06,94.12,87.83,0.33,12.59,4.14,7.53,5.29,1.76,0,82
172,James Harmes,MEL,DEF,82,439869,344700,95169,13,64.2,91.96,4.98,76.47,78.5,0.08,13.25,6.73,6.12,4.75,0.43,0,82
173,Brandan Parfitt,GEE,MID,82,439588,455100,-15512,14,84.7,83.44,4.99,82.35,82.62,0.17,12.02,6.75,6.59,4.99,0.91,0,82
174,Harris Andrews,BRI,DEF,82,439307,469700,-30393,14,87.4,86.56,3.82,82.35,88.75,0.31,12.47,5.17,6.59,5.35,1.66,0,82
175,Jack Graham,RIC,MID,82,438322,446400,-8078,12,83.1,81.12,5.19,70.59,85.29,0.31,11.69,7.02,5.65,5.15,1.66,0,82
176,Ben McEvoy,HAW,DEF,82,437900,456000,-18100,16,84.9,94.79,2.8,94.12,79.75,0.25,13.66,3.79,7.53,4.82,1.34,0,82
177,James Aish,FRE,MID,81,437197,404600,32597,16,75.3,73.94,5.52,94.12,73,0.19,10.65,7.46,7.53,4.43,1.02,0,81
178,Oliver Florent,SYD,MID,81,437057,408300,28757,17,76,75,5.61,100,60.6,0.18,10.81,7.59,8,3.71,0.97,0,81
179,Tom Barrass,WCE,DEF,81,436775,447200,-10425,17,83.2,80.22,3.51,100,87,0.28,11.56,4.75,8,5.25,1.5,0,81
180,Michael Hibberd,MEL,DEF,81,436494,378000,58494,14,70.4,91.1,5.16,82.35,65,0.07,13.12,6.98,6.59,3.97,0.38,0,81
181,Jeremy Cameron,GEE,FWD,81,436494,388100,48394,17,72.2,88,3.47,100,77.4,0.18,12.68,4.7,8,4.69,0.97,0,81
