"","Name","Team","Position","proj_score","proj_salary","Price","value","2020_Games","2020_Average","talent","opportunity","durability","form","consistency","weighted_talent","weighted_opportunity","weighted_durability","weighted_form","weighted_consistency","manual_weight"
"786","Will Phillips","NME","MID",0,2354,198300,-195946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"787","Luke Pedlar","ADE","MID",0,2354,162300,-159946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"788","Tanner Bruhn","GWS","MID",0,2354,157800,-155446,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"789","Tom Powell","NME","MID",0,2354,153300,-150946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"790","Ryan Angwin","GWS","MID",0,2354,130800,-128446,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"791","Ronin O'Connor","ADE","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"792","Brodie Kemp","CAR","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"793","Sam Ramsay","CAR","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"794","Jay Rantall","COL","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"795","Tom Hird","ESS","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"796","Luke Valente","FRE","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"797","Cooper Stephens","GEE","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"798","James Jordon","MEL","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"799","Aaron Nietschke","MEL","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"800","Jackson Mead","POR","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"801","Riley Collier-Dawkins","RIC","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"802","Will Martyn","RIC","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"803","Riley Garcia","WBD","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"804","Sam Berry","ADE","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"805","Reef McInnes","COL","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"806","Nathan O'Driscoll","FRE","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"807","Joel Western","FRE","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"808","Connor Downie","HAW","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"809","Charlie Lazzaro","NME","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"810","Errol Gulden","SYD","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"811","Luke Edwards","WCE","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"812","Jack Carroll","CAR","MID",0,2354,117200,-114846,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"813","Carter Michael","BRI","MID",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"814","Alex Davies","GCS","MID",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"815","Taj Schofield","POR","MID",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"816","Zane Trew","WCE","MID",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"817","Lachlan McNeil","WBD","MID",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"818","Braeden Campbell","SYD","MID",0,2354,189300,-186946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"819","Braeden Campbell","SYD","FWD",0,2354,189300,-186946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"820","Elijah Hollands","GCS","MID",0,2354,180300,-177946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"821","Elijah Hollands","GCS","FWD",0,2354,180300,-177946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"822","Archie Perkins","ESS","MID",0,2354,171300,-168946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"823","Archie Perkins","ESS","FWD",0,2354,171300,-168946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"824","Finlay Macrae","COL","MID",0,2354,126300,-123946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"825","Finlay Macrae","COL","FWD",0,2354,126300,-123946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"826","Nakia Cockatoo","BRI","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"827","Tom Joyce","BRI","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"828","Ely Smith","BRI","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"829","Lachlan Johnson","ESS","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"830","Trent Burgoyne","POR","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"831","Dylan Williams","POR","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"832","Noah Cumberland","RIC","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"833","Hugo Ralphsmith","RIC","MID",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"834","Nakia Cockatoo","BRI","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"835","Tom Joyce","BRI","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"836","Ely Smith","BRI","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"837","Lachlan Johnson","ESS","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"838","Trent Burgoyne","POR","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"839","Dylan Williams","POR","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"840","Noah Cumberland","RIC","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"841","Hugo Ralphsmith","RIC","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"842","Max Holmes","GEE","MID",0,2354,121800,-119446,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"843","Max Holmes","GEE","FWD",0,2354,121800,-119446,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"844","Brayden Cook","ADE","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"845","Caleb Poulter","COL","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"846","Tyler Brockman","HAW","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"847","Jake Bowey","MEL","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"848","Fraser Rosman","MEL","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"849","Phoenix Spicer","NME","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"850","Maurice Rioli","RIC","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"851","Brayden Cook","ADE","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"852","Corey Durdin","CAR","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"853","Caleb Poulter","COL","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"854","Tyler Brockman","HAW","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"855","Jake Bowey","MEL","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"856","Fraser Rosman","MEL","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"857","Phoenix Spicer","NME","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"858","Maurice Rioli","RIC","MID",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"859","Corey Durdin","CAR","FWD",0,2354,117200,-114846,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"860","Tariek Newchurch","ADE","FWD",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"861","Jack Ginnivan","COL","FWD",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"862","Hawego Paul Oea","GCS","MID",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"863","Jack Saunders","HAW","FWD",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"864","Tariek Newchurch","ADE","MID",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"865","Jack Ginnivan","COL","MID",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"866","Hawego Paul Oea","GCS","FWD",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"867","Jack Saunders","HAW","MID",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"868","Nick Bryan","ESS","RUC",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"869","Lloyd Meek","FRE","RUC",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"870","Matt Conroy","GCS","RUC",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"871","Matt Flynn","GWS","RUC",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"872","Ned Reeves","HAW","RUC",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"873","Austin Bradtke","MEL","RUC",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"874","Sam Hayes","POR","RUC",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"875","Sam Alabakis","STK","RUC",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"876","Callum Jamieson","WCE","RUC",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"877","Jordon Sweet","WBD","RUC",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"878","Henry Smith","BRI","RUC",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"879","Samson Ryan","RIC","RUC",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"880","Paul Tsapatolis","GEE","RUC",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"881","Mate Colina","RIC","RUC",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"882","Riley Thilthorpe","ADE","RUC",0,2354,202800,-200446,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"883","Riley Thilthorpe","ADE","FWD",0,2354,202800,-200446,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"884","Charlie Comben","NME","RUC",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"885","Charlie Comben","NME","FWD",0,2354,123900,-121546,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"886","Shannon Neale","GEE","RUC",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"887","Shannon Neale","GEE","FWD",0,2354,117300,-114946,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"888","Josh Treacy","FRE","RUC",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
"889","Josh Treacy","FRE","FWD",0,2354,102400,-100046,0,0,0,0,0,0,0,0.01,0.01,0.01,0.12,0.01,0
